id,api_uri,first_name,middle_name,last_name,date_of_birth,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,url,rss_url,contact_form,in_office,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct
J000292,https://api.propublica.org/congress/v1/members/J000292.json,Bill,,Johnson,1954-11-10,R,,RepBillJohnson,RepBillJohnson,RepBillJohnson,412460,623472,120649,21162,N00032088,/m/0ds3q2f,https://billjohnson.house.gov/,https://billjohnson.house.gov/news/rss.aspx,,true,0.437,,8,2018,529,3,0,ocd-division/country:us/state:oh/cd:6,1710 Longworth House Office Building,202-225-5705,202-225-5907,OH,6,false,3906,0.57,93.92
J000294,https://api.propublica.org/congress/v1/members/J000294.json,Hakeem,,Jeffries,1970-08-04,D,,RepJeffries,RepHakeemJeffries,,412561,79612,55285,21343,N00033640,/m/025_74m,https://jeffries.house.gov/,https://jeffries.house.gov/rss.xml,,true,-0.476,,6,2018,529,25,0,ocd-division/country:us/state:ny/cd:8,1607 Longworth House Office Building,202-225-5936,,NY,8,false,3608,4.73,96.03
J000295,https://api.propublica.org/congress/v1/members/J000295.json,Dave,,Joyce,1957-03-17,R,,RepDaveJoyce,RepDaveJoyce,repdavejoyce,412566,68561,143052,21353,N00035007,/m/0ktwnp_,https://joyce.house.gov/,https://joyce.house.gov/rss/press-releases.xml,,true,0.257,,6,2018,529,7,0,ocd-division/country:us/state:oh/cd:14,1124 Longworth House Office Building,202-225-5731,202-225-3307,OH,14,false,3914,1.32,90.04
J000297,https://api.propublica.org/congress/v1/members/J000297.json,Evan,,Jenkins,1960-09-12,R,,RepEvanJenkins,RepEvanJenkins,,412663,76592,8297,21558,N00035531,/m/0d4_hq,https://evanjenkins.house.gov/,https://evanjenkins.house.gov/rss.xml,,true,0.303,,4,2018,529,6,0,ocd-division/country:us/state:wv/cd:3,1609 Longworth House Office Building,202-225-3452,202-225-9061,WV,3,false,5403,1.13,91.59
J000298,https://api.propublica.org/congress/v1/members/J000298.json,Pramila,,Jayapal,1965-09-21,D,,RepJayapal,RepJayapal,,412730,9267128,153141,,N00038858,/m/0c3dxcq,https://jayapal.house.gov/,https://jayapal.house.gov/rss.xml,,true,,,2,2018,529,2,0,ocd-division/country:us/state:wa/cd:7,319 Cannon House Office Building,202-225-3106,,WA,7,false,5307,0.38,94.88
J000299,https://api.propublica.org/congress/v1/members/J000299.json,Mike,,Johnson,1972-01-30,R,,,,,412706,106095,156097,,N00039106,/m/0131jn2m,https://mikejohnson.house.gov/,,,true,,,2,2018,529,8,0,ocd-division/country:us/state:la/cd:4,327 Cannon House Office Building,202-225-2777,,LA,4,false,2204,1.51,97.7
K000009,https://api.propublica.org/congress/v1/members/K000009.json,Marcy,,Kaptur,1946-06-17,D,,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,400211,1458,27016,15029,N00003522,/m/039s3l,https://kaptur.house.gov/,,,true,-0.349,,36,2018,529,8,0,ocd-division/country:us/state:oh/cd:9,2186 Rayburn House Office Building,202-225-4146,202-225-7711,OH,9,false,3909,1.51,94.63
K000188,https://api.propublica.org/congress/v1/members/K000188.json,Ron,,Kind,1963-03-16,D,,RepRonKind,repronkind,RepRonKind,400218,45870,630,29769,N00004403,/m/024ty6,https://kind.house.gov/,,,true,-0.265,,22,2018,529,4,0,ocd-division/country:us/state:wi/cd:3,1502 Longworth House Office Building,202-225-5506,202-225-5739,WI,3,false,5503,0.76,92.19
K000210,https://api.propublica.org/congress/v1/members/K000210.json,Peter,T.,King,1944-04-05,R,,RepPeteKing,,RepPeterKing,400219,26487,26968,29375,N00001193,/m/03tk4w,https://peteking.house.gov/,https://peteking.house.gov/rss.xml,,true,0.261,,26,2018,529,18,0,ocd-division/country:us/state:ny/cd:2,339 Cannon House Office Building,202-225-7896,202-226-2279,NY,2,false,3602,3.4,90.8
K000362,https://api.propublica.org/congress/v1/members/K000362.json,Steve,,King,1949-05-28,R,,SteveKingIA,stevekingia,stevekingia,400220,1003590,10853,20325,N00025237,/m/025b7g,https://steveking.house.gov/,https://steveking.house.gov/rss.xml,,true,0.619,,16,2018,529,7,0,ocd-division/country:us/state:ia/cd:4,2210 Rayburn House Office Building,202-225-4426,202-225-3193,IA,4,false,1904,1.32,96.17
K000375,https://api.propublica.org/congress/v1/members/K000375.json,Bill,,Keating,1952-09-06,D,,USRepKeating,USRepKeating,RepBillKeating,412435,61856,4743,21140,N00031933,/m/09v6g7c,https://keating.house.gov/,,,true,-0.33,,8,2018,529,3,0,ocd-division/country:us/state:ma/cd:9,2351 Rayburn House Office Building,202-225-3111,202-225-5658,MA,9,false,2509,0.57,96.01
K000376,https://api.propublica.org/congress/v1/members/K000376.json,Mike,,Kelly,1948-05-10,R,,MikeKellyPA,191056827594903,repmikekelly,412465,62696,119463,21167,N00031647,/m/0ds6wcw,https://kelly.house.gov/,https://kelly.house.gov/rss.xml,,true,0.319,,8,2018,529,14,0,ocd-division/country:us/state:pa/cd:3,1707 Longworth House Office Building,202-225-5406,202-225-3103,PA,3,false,4203,2.65,94.76
K000378,https://api.propublica.org/congress/v1/members/K000378.json,Adam,,Kinzinger,1978-02-27,R,,RepKinzinger,RepKinzinger,RepAdamKinzinger,412421,62573,116559,21128,N00030667,/m/05q9ypn,https://kinzinger.house.gov/,,,true,0.272,,8,2018,529,4,0,ocd-division/country:us/state:il/cd:16,2245 Rayburn House Office Building,202-225-3635,202-225-3521,IL,16,false,1716,0.76,90.67
K000379,https://api.propublica.org/congress/v1/members/K000379.json,Joseph,P.,Kennedy III,1980-10-04,D,,RepJoeKennedy,301936109927957,,412543,79948,141275,21335,N00034044,/m/0j28kl9,https://kennedy.house.gov/,https://kennedy.house.gov/rss.xml,,true,-0.433,,6,2018,529,2,0,ocd-division/country:us/state:ma/cd:4,434 Cannon House Office Building,202-225-5931,202-225-0182,MA,4,false,2504,0.38,97.53
K000380,https://api.propublica.org/congress/v1/members/K000380.json,Dan,,Kildee,1958-08-11,D,,RepDanKildee,RepDanKildee,RepDanKildee,412546,623723,136102,21372,N00033395,/m/0n4c3yt,https://dankildee.house.gov/,,,true,-0.413,,6,2018,529,9,0,ocd-division/country:us/state:mi/cd:5,227 Cannon House Office Building,202-225-3611,202-225-6393,MI,5,false,2605,1.7,95.77
K000381,https://api.propublica.org/congress/v1/members/K000381.json,Derek,,Kilmer,1974-01-01,D,,RepDerekKilmer,derek.kilmer,,412583,68310,51516,21368,N00034453,/m/03w9yd6,https://kilmer.house.gov/,,,true,-0.299,,6,2018,529,2,0,ocd-division/country:us/state:wa/cd:6,1520 Longworth House Office Building,202-225-5916,,WA,6,false,5306,0.38,95.45
K000382,https://api.propublica.org/congress/v1/members/K000382.json,Ann,McLane,Kuster,1956-09-05,D,,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,412557,62650,122256,21340,N00030875,/m/064p47_,https://kuster.house.gov/,https://kuster.house.gov/rss.xml,,true,-0.259,,6,2018,529,6,0,ocd-division/country:us/state:nh/cd:2,137 Cannon House Office Building,202-225-5206,202-225-2946,NH,2,false,3302,1.13,94.84
K000385,https://api.propublica.org/congress/v1/members/K000385.json,Robin,,Kelly,1956-04-30,D,,RepRobinKelly,reprobinkelly,,412595,70399,33384,21371,N00035215,/m/0g8l32,https://robinkelly.house.gov/,https://robinkelly.house.gov/rss.xml,,true,-0.441,,6,2018,529,15,0,ocd-division/country:us/state:il/cd:2,1239 Longworth House Office Building,202-225-0773,202-225-4583,IL,2,false,1702,2.84,96.5
K000386,https://api.propublica.org/congress/v1/members/K000386.json,John,,Katko,1962-11-09,R,,RepJohnKatko,RepJohnKatko,,412649,76367,152546,21542,N00035934,/m/0127pf8s,https://katko.house.gov/,https://katko.house.gov/rss.xml,,true,0.206,,4,2018,529,5,0,ocd-division/country:us/state:ny/cd:24,1620 Longworth House Office Building,202-225-3701,202-225-4042,NY,24,false,3624,0.95,86.83
K000387,https://api.propublica.org/congress/v1/members/K000387.json,Steve,,Knight,1966-12-17,R,,SteveKnight25,RepresentativeSteveKnight,,412614,76118,,21505,N00035820,/m/05zjrvq,https://knight.house.gov/,,,true,0.445,,4,2018,529,5,0,ocd-division/country:us/state:ca/cd:25,1023 Longworth House Office Building,202-225-1956,202-226-0683,CA,25,false,0625,0.95,92.75
K000388,https://api.propublica.org/congress/v1/members/K000388.json,Trent,,Kelly,1966-03-01,R,,reptrentkelly,reptrentkelly,,412673,97322,156389,21561,N00037003,/m/013b9qgh,https://trentkelly.house.gov/,,,true,0.544,,4,2018,529,0,0,ocd-division/country:us/state:ms/cd:1,1721 Longworth House Office Building,202-225-4306,,MS,1,false,2801,0,97.16
K000389,https://api.propublica.org/congress/v1/members/K000389.json,Ro,,Khanna,1976-09-13,D,,RepRoKhanna,RepRoKhanna,,412684,31129,29473,,N00026427,/m/0q3z5xy,https://khanna.house.gov/,,,true,,,2,2018,529,7,0,ocd-division/country:us/state:ca/cd:17,513 Cannon House Office Building,202-225-2631,,CA,17,false,0617,1.32,95.98
K000390,https://api.propublica.org/congress/v1/members/K000390.json,Ruben,,Kihuen,1980-04-25,D,,RepKihuen,RepKihuen,,412716,79707,66851,,N00033530,/m/03hnv7g,https://kihuen.house.gov/,,,true,,,2,2018,529,11,0,ocd-division/country:us/state:nv/cd:4,313 Cannon House Office Building,202-225-9894,,NV,4,false,3204,2.08,95.37
K000391,https://api.propublica.org/congress/v1/members/K000391.json,Raja,,Krishnamoorthi,1973-07-19,D,,congressmanraja,congressmanraja,,412701,103408,117519,,N00033240,/g/11c5m7lxtk,https://krishnamoorthi.house.gov/,https://krishnamoorthi.house.gov/rss.xml,,true,,,2,2018,529,1,0,ocd-division/country:us/state:il/cd:8,515 Cannon House Office Building,202-225-3711,,IL,8,false,1708,0.19,97.16
K000392,https://api.propublica.org/congress/v1/members/K000392.json,David,,Kustoff,1966-10-08,R,,repdavidkustoff,RepDavidKustoff,,412724,28903,48997,,N00025445,/g/11c1qmm_nk,https://kustoff.house.gov/,https://kustoff.house.gov/rss.xml,,true,,,2,2018,529,3,0,ocd-division/country:us/state:tn/cd:8,508 Cannon House Office Building,202-225-4714,,TN,8,false,4708,0.57,97.34
L000263,https://api.propublica.org/congress/v1/members/L000263.json,Sander,M.,Levin,1931-09-06,D,,RepSandyLevin,RepSandyLevin,mi12yes,400238,251,26918,15033,N00003950,/m/02n8p2,https://levin.house.gov/,https://levin.house.gov/press-rss.xml,,true,-0.376,,36,2018,529,0,0,ocd-division/country:us/state:mi/cd:9,1236 Longworth House Office Building,202-225-4961,202-226-1033,MI,9,false,2609,0,96.22
L000287,https://api.propublica.org/congress/v1/members/L000287.json,John,,Lewis,1940-02-21,D,,RepJohnLewis,RepJohnLewis,repjohnlewis,400240,2528,26820,15431,N00002577,/m/02555z,https://johnlewis.house.gov/,https://johnlewis.house.gov/rss.xml,,true,-0.588,,32,2018,529,16,0,ocd-division/country:us/state:ga/cd:5,343 Cannon House Office Building,202-225-3801,202-225-0351,GA,5,false,1305,3.02,95.13
L000397,https://api.propublica.org/congress/v1/members/L000397.json,Zoe,,Lofgren,1947-12-21,D,,RepZoeLofgren,zoelofgren,RepZoeLofgren,400245,36520,21899,29504,N00007479,/m/024t94,https://lofgren.house.gov/,https://lofgren.house.gov/news/rss.aspx,,true,-0.401,,24,2018,529,14,2,ocd-division/country:us/state:ca/cd:19,1401 Longworth House Office Building,202-225-3072,202-225-3336,CA,19,false,0619,2.65,94.76
L000480,https://api.propublica.org/congress/v1/members/L000480.json,Nita,M.,Lowey,1937-07-05,D,,NitaLowey,RepLowey,nitalowey,400246,6110,26982,15612,N00001024,/m/03tv8l,https://lowey.house.gov/,,,true,-0.389,,30,2018,529,4,0,ocd-division/country:us/state:ny/cd:17,2365 Rayburn House Office Building,202-225-6506,202-225-0546,NY,17,false,3617,0.76,97.14
L000491,https://api.propublica.org/congress/v1/members/L000491.json,Frank,D.,Lucas,1960-01-06,R,,RepFrankLucas,7872057395,RepFrankLucas,400247,35692,27032,29393,N00005559,/m/033tnk,https://lucas.house.gov/,https://lucas.house.gov/rss.xml,,true,0.362,,26,2018,529,2,0,ocd-division/country:us/state:ok/cd:3,2405 Rayburn House Office Building,202-225-5565,202-225-8698,OK,3,false,4003,0.38,95.64
L000551,https://api.propublica.org/congress/v1/members/L000551.json,Barbara,,Lee,1946-07-16,D,,RepBarbaraLee,RepBarbaraLee,RepLee,400237,54579,8315,29778,N00008046,/m/024sjy,https://lee.house.gov/,,,true,-0.685,,22,2018,529,10,0,ocd-division/country:us/state:ca/cd:13,2267 Rayburn House Office Building,202-225-2661,202-225-9817,CA,13,false,0613,1.89,94.61
L000554,https://api.propublica.org/congress/v1/members/L000554.json,Frank,A.,LoBiondo,1946-05-12,R,,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,400244,30867,21890,29539,N00000851,/m/025y0c,https://lobiondo.house.gov/,https://lobiondo.house.gov/rss.xml,,true,0.211,,24,2018,529,0,0,ocd-division/country:us/state:nj/cd:2,2427 Rayburn House Office Building,202-225-6572,202-225-3318,NJ,2,false,3402,0,81.66
L000557,https://api.propublica.org/congress/v1/members/L000557.json,John,B.,Larson,1948-07-22,D,,RepJohnLarson,RepJohnLarson,RepJohnLarson,400233,36596,17188,29908,N00000575,/m/024zl9,https://larson.house.gov/,,,true,-0.402,,20,2018,529,34,0,ocd-division/country:us/state:ct/cd:1,1501 Longworth House Office Building,202-225-2265,202-225-1031,CT,1,false,0901,6.43,95.76
L000559,https://api.propublica.org/congress/v1/members/L000559.json,Jim,,Langevin,1964-04-22,D,,JimLangevin,CongressmanJimLangevin,jimlangevin,400230,86608,55787,20136,N00009724,/m/02tvqy,https://langevin.house.gov/,https://langevin.house.gov/rss.xml,,true,-0.376,,18,2018,529,5,0,ocd-division/country:us/state:ri/cd:2,2077 Rayburn House Office Building,202-225-2735,202-225-5976,RI,2,false,4402,0.95,96.18
L000560,https://api.propublica.org/congress/v1/members/L000560.json,Rick,,Larsen,1965-06-15,D,,RepRickLarsen,RepRickLarsen,congressmanlarsen,400232,86610,56231,20145,N00009759,/m/025953,https://larsen.house.gov/,https://larsen.house.gov/rss.xml,,true,-0.365,,18,2018,529,24,0,ocd-division/country:us/state:wa/cd:2,2113 Rayburn House Office Building,202-225-2605,202-225-4420,WA,2,false,5302,4.54,96.44
L000562,https://api.propublica.org/congress/v1/members/L000562.json,Stephen,F.,Lynch,1955-03-31,D,,RepStephenLynch,repstephenlynch,RepLynch,400249,1000222,4844,20119,N00013855,/m/028vsz,https://lynch.house.gov/,https://lynch.house.gov/rss.xml,,true,-0.351,,18,2018,529,11,0,ocd-division/country:us/state:ma/cd:8,2268 Rayburn House Office Building,202-225-8273,202-225-3984,MA,8,false,2508,2.08,93.24
L000563,https://api.propublica.org/congress/v1/members/L000563.json,Daniel,,Lipinski,1966-07-15,D,,RepLipinski,repdanlipinski,lipinski03,400630,1013046,33692,20508,N00027239,/m/0508fv,https://lipinski.house.gov/,https://lipinski.house.gov/rss/press-releases.xml,,true,-0.236,,14,2018,529,2,1,ocd-division/country:us/state:il/cd:3,2346 Rayburn House Office Building,202-225-5701,202-225-1012,IL,3,false,1703,0.38,91.65
L000564,https://api.propublica.org/congress/v1/members/L000564.json,Doug,,Lamborn,1954-05-24,R,,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,412191,1022846,2698,20704,N00028133,/m/0fsgdd,https://lamborn.house.gov/,,,true,0.69,,12,2018,529,8,0,ocd-division/country:us/state:co/cd:5,2402 Rayburn House Office Building,202-225-4422,202-226-2638,CO,5,false,0805,1.51,96.74
L000565,https://api.propublica.org/congress/v1/members/L000565.json,Dave,,Loebsack,1952-12-23,D,,DaveLoebsack,DaveLoebsack,congressmanloebsack,412209,1022883,68964,20720,N00027741,/m/0gtmqs,https://loebsack.house.gov/,https://loebsack.house.gov/news/rss.aspx,,true,-0.279,,12,2018,529,9,0,ocd-division/country:us/state:ia/cd:2,1527 Longworth House Office Building,202-225-6576,202-226-0757,IA,2,false,1902,1.7,94.23
L000566,https://api.propublica.org/congress/v1/members/L000566.json,Robert,E.,Latta,1956-04-18,R,,BobLatta,boblatta,CongressmanBobLatta,412256,1028071,9926,20755,N00012233,/m/02z6_j1,https://latta.house.gov/,https://latta.house.gov/news/rss.aspx,,true,0.517,,12,2018,529,0,0,ocd-division/country:us/state:oh/cd:5,2448 Rayburn House Office Building,202-225-6405,202-225-1985,OH,5,false,3905,0,96.79
L000567,https://api.propublica.org/congress/v1/members/L000567.json,Leonard,,Lance,1952-06-25,R,,RepLanceNJ7,CongressmanLance,CongressmanLance,412290,1031349,4443,20929,N00000898,/m/077cs4,https://lance.house.gov/,https://lance.house.gov/rss.xml,,true,0.342,,10,2018,529,2,0,ocd-division/country:us/state:nj/cd:7,2352 Rayburn House Office Building,202-225-5361,202-225-9460,NJ,7,false,3407,0.38,86.34
L000569,https://api.propublica.org/congress/v1/members/L000569.json,Blaine,,Luetkemeyer,1952-05-07,R,,RepBlainePress,BlaineLuetkemeyer,BLuetkemeyer,412292,1031348,20400,20926,N00030026,/m/04ycpq1,https://luetkemeyer.house.gov/,https://luetkemeyer.house.gov/news/rss.aspx,,true,0.447,,10,2018,529,0,0,ocd-division/country:us/state:mo/cd:3,2230 Rayburn House Office Building,202-225-2956,202-225-5712,MO,3,false,2903,0,96.6
L000570,https://api.propublica.org/congress/v1/members/L000570.json,Ben,Ray,Luján,1972-06-07,D,,RepBenRayLujan,RepBenRayLujan,Repbenraylujan,412293,1031351,102842,20932,N00029562,/m/0412qzq,https://lujan.house.gov/,https://lujan.house.gov/rss/press-releases.xml,,true,-0.374,,10,2018,529,1,0,ocd-division/country:us/state:nm/cd:3,2231 Rayburn House Office Building,202-225-6190,202-226-1528,NM,3,false,3503,0.19,96.78
L000573,https://api.propublica.org/congress/v1/members/L000573.json,Raúl,,Labrador,1967-12-08,R,,Raul_Labrador,raul.r.labrador,RepLabrador,412419,94987,57391,21125,N00031377,/m/0c3zfwm,https://labrador.house.gov/,https://labrador.house.gov/common/rss/index.cfm?rss=49,,true,0.724,,8,2018,529,50,0,ocd-division/country:us/state:id/cd:1,1523 Longworth House Office Building,202-225-6611,202-225-3029,ID,1,false,1601,9.45,94.99
L000576,https://api.propublica.org/congress/v1/members/L000576.json,Billy,,Long,1955-08-11,R,,USRepLong,Rep.Billy.Long,MOdistrict7,412445,61880,123401,21150,N00030676,/m/0ds17_9,https://long.house.gov/,https://long.house.gov/common/rss/index.cfm?rss=49,,true,0.569,,8,2018,529,34,0,ocd-division/country:us/state:mo/cd:7,2454 Rayburn House Office Building,202-225-6536,202-225-5604,MO,7,false,2907,6.43,96.57
L000578,https://api.propublica.org/congress/v1/members/L000578.json,Doug,,LaMalfa,1960-07-02,R,,RepLaMalfa,RepLaMalfa,RepLaMalfa,412510,68493,29713,21302,N00033987,/m/0288tnx,https://lamalfa.house.gov/,https://lamalfa.house.gov/rss.xml,,true,0.563,,6,2018,529,16,0,ocd-division/country:us/state:ca/cd:1,322 Cannon House Office Building,202-225-3076,530-534-7800,CA,1,false,0601,3.02,96.3
L000579,https://api.propublica.org/congress/v1/members/L000579.json,Alan,,Lowenthal,1941-03-08,D,,RepLowenthal,RepLowenthal,RepLowenthal,412521,93815,16469,21313,N00033274,/m/027jz0m,https://lowenthal.house.gov/,https://lowenthal.house.gov/news/rss.aspx,,true,-0.441,,6,2018,529,6,0,ocd-division/country:us/state:ca/cd:47,125 Cannon House Office Building,202-225-7924,202-225-7926,CA,47,false,0647,1.13,96.37
L000580,https://api.propublica.org/congress/v1/members/L000580.json,Michelle,,Lujan Grisham,1959-10-24,D,,RepLujanGrisham,RepLujanGrisham,RepLujanGrisham,412558,94791,102404,21341,N00029400,/m/0n3vkrv,https://lujangrisham.house.gov/,,,true,-0.335,,6,2018,529,3,0,ocd-division/country:us/state:nm/cd:1,214 Cannon House Office Building,202-225-6316,202-225-4975,NM,1,false,3501,0.57,94.87
L000581,https://api.propublica.org/congress/v1/members/L000581.json,Brenda,,Lawrence,1954-10-18,D,,RepLawrence,395759603917487,,412638,79924,78851,21530,N00034068,/m/02w_vhg,https://lawrence.house.gov/,https://lawrence.house.gov/rss.xml,,true,-0.444,,4,2018,529,14,0,ocd-division/country:us/state:mi/cd:14,1213 Longworth House Office Building,202-225-5802,202-226-2356,MI,14,false,2614,2.65,96.7
L000582,https://api.propublica.org/congress/v1/members/L000582.json,Ted,,Lieu,1969-03-29,D,,RepTedLieu,RepTedLieu,,412616,28076,,21507,N00035825,/m/0f3y2w,https://lieu.house.gov/,https://lieu.house.gov/rss.xml,,true,-0.337,,4,2018,529,69,0,ocd-division/country:us/state:ca/cd:33,236 Cannon House Office Building,202-225-3976,202-225-4099,CA,33,false,0633,13.04,96.3
L000583,https://api.propublica.org/congress/v1/members/L000583.json,Barry,,Loudermilk,1963-12-22,R,,RepLoudermilk,reploudermilk,,412624,76165,31618,21515,N00035347,/m/0wqdmcm,https://loudermilk.house.gov/,,,true,0.669,,4,2018,529,57,0,ocd-division/country:us/state:ga/cd:11,329 Cannon House Office Building,202-225-2931,202-225-2944,GA,11,false,1311,10.78,97.46
L000584,https://api.propublica.org/congress/v1/members/L000584.json,Mia,,Love,1975-12-06,R,,repmialove,repmialove,,412656,67205,135957,21552,N00033842,/m/09v75sn,https://love.house.gov/,https://love.house.gov/rss/press-releases.xml,,true,0.58,,4,2018,529,4,0,ocd-division/country:us/state:ut/cd:4,217 Cannon House Office Building,202-225-3011,202-225-5638,UT,4,false,4904,0.76,96.19
L000585,https://api.propublica.org/congress/v1/members/L000585.json,Darin,M.,LaHood,1968-07-05,R,,RepLaHood,replahood,,412674,70020,128760,21562,N00037031,/m/0gg7rcy,https://lahood.house.gov/,https://lahood.house.gov/rss.xml,,true,0.434,,2,2018,529,3,0,ocd-division/country:us/state:il/cd:18,1424 Longworth House Office Building,202-225-6201,,IL,18,false,1718,0.57,93.54
L000586,https://api.propublica.org/congress/v1/members/L000586.json,Al,,Lawson,1948-09-21,D,,RepAlLawsonJr,RepAlLawsonJr,,412693,90480,24263,,N00030642,/m/03cg0sv,https://lawson.house.gov/,,,true,,,2,2018,529,68,0,ocd-division/country:us/state:fl/cd:5,1337 Longworth House Office Building,202-225-0123,,FL,5,false,1205,12.85,92.62
L000587,https://api.propublica.org/congress/v1/members/L000587.json,Jason,,Lewis,1955-09-23,R,,RepJasonLewis,RepJasonLewis,,412711,155,171558,,N00038400,/m/0fx5rd,https://jasonlewis.house.gov/,,,true,,,2,2018,529,1,0,ocd-division/country:us/state:mn/cd:2,418 Cannon House Office Building,202-225-2271,,MN,2,false,2702,0.19,96.02
M000087,https://api.propublica.org/congress/v1/members/M000087.json,Carolyn,B.,Maloney,1946-02-19,D,,RepMaloney,,,400251,26162,26978,21344,N00000078,/m/03txd5,https://maloney.house.gov/,https://maloney.house.gov/rss.xml,,true,-0.227,,26,2018,529,34,0,ocd-division/country:us/state:ny/cd:12,2308 Rayburn House Office Building,202-225-7944,202-225-4709,NY,12,false,3612,6.43,95.96
M000312,https://api.propublica.org/congress/v1/members/M000312.json,Jim,,McGovern,1959-11-20,D,,RepMcGovern,RepJimMcGovern,repjimmcgovern,400263,45976,552,29729,N00000179,/m/028vn7,https://mcgovern.house.gov/,,,true,-0.536,,22,2018,529,3,0,ocd-division/country:us/state:ma/cd:2,438 Cannon House Office Building,202-225-6101,202-225-5759,MA,2,false,2502,0.57,95.06
M001137,https://api.propublica.org/congress/v1/members/M001137.json,Gregory,W.,Meeks,1953-09-25,D,,GregoryMeeks,gregorymeeksny05,gwmeeks,400271,53469,4360,29776,N00001171,/m/024_3b,https://meeks.house.gov/,https://meeks.house.gov/rss.xml,,true,-0.419,,22,2018,529,37,0,ocd-division/country:us/state:ny/cd:5,2234 Rayburn House Office Building,202-225-3461,202-226-4169,NY,5,false,3605,6.99,95.94
M001143,https://api.propublica.org/congress/v1/members/M001143.json,Betty,,McCollum,1954-07-12,D,,BettyMcCollum04,repbettymccollum,,400259,86670,3812,20122,N00012942,/m/0249hy,https://mccollum.house.gov/,https://mccollum.house.gov/rss.xml,,true,-0.422,,18,2018,529,3,0,ocd-division/country:us/state:mn/cd:4,2256 Rayburn House Office Building,202-225-6631,202-225-1968,MN,4,false,2704,0.57,96.39
M001151,https://api.propublica.org/congress/v1/members/M001151.json,Tim,,Murphy,1952-09-11,R,,RepTimMurphy,reptimmurphy,TimMurphyPA18,400285,1003612,9794,20346,N00024992,/m/0517t7,https://murphy.house.gov/,https://murphy.house.gov/rss/latest-news.xml,,true,0.258,,16,2018,529,4,0,ocd-division/country:us/state:pa/cd:18,2332 Rayburn House Office Building,202-225-2301,202-225-1844,PA,18,false,4218,0.76,91.81
M001156,https://api.propublica.org/congress/v1/members/M001156.json,Patrick,T.,McHenry,1975-10-22,R,,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,400644,1007062,21031,20522,N00026627,/m/02b4rz,https://mchenry.house.gov/,https://mchenry.house.gov/news/rss.aspx,,true,0.585,,14,2018,529,0,0,ocd-division/country:us/state:nc/cd:10,2334 Rayburn House Office Building,202-225-2576,202-225-0316,NC,10,false,3710,0,98.68
M001157,https://api.propublica.org/congress/v1/members/M001157.json,Michael,,McCaul,1962-01-14,R,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,400654,1013056,49210,20530,N00026460,/m/0492cz,https://mccaul.house.gov/,,,true,0.448,,14,2018,529,16,0,ocd-division/country:us/state:tx/cd:10,2001 Rayburn House Office Building,202-225-2401,202-225-5955,TX,10,false,4810,3.02,97.08
M001158,https://api.propublica.org/congress/v1/members/M001158.json,Kenny,,Marchant,1951-02-23,R,,RepKenMarchant,RepKennyMarchant,RepKennyMarchant,400656,1013059,5549,20532,N00026710,/m/04cvjb,https://marchant.house.gov/,,,true,0.601,,14,2018,529,25,0,ocd-division/country:us/state:tx/cd:24,2369 Rayburn House Office Building,202-225-6605,202-225-0074,TX,24,false,4824,4.73,96.43
M001159,https://api.propublica.org/congress/v1/members/M001159.json,Cathy,,McMorris Rodgers,1969-05-22,R,Conference Chair,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,400659,1013063,3217,20535,N00026314,/m/03dlf3,http://mcmorris.house.gov/,,,true,0.427,,14,2018,529,0,0,ocd-division/country:us/state:wa/cd:5,1314 Longworth House Office Building,202-225-2006,202-225-3392,WA,5,false,5305,0,97.73
M001160,https://api.propublica.org/congress/v1/members/M001160.json,Gwen,,Moore,1951-04-18,D,,RepGwenMoore,GwenSMoore,RepGwenMoore,400661,42548,3457,20537,N00026914,/m/04cvds,https://gwenmoore.house.gov/,https://gwenmoore.house.gov/common/rss/index.cfm?rss=49,,true,-0.53,,14,2018,529,35,0,ocd-division/country:us/state:wi/cd:4,2252 Rayburn House Office Building,202-225-4572,202-225-8135,WI,4,false,5504,6.62,95.75
M001163,https://api.propublica.org/congress/v1/members/M001163.json,Doris,,Matsui,1944-09-25,D,,DorisMatsui,doris.matsui,RepDorisMatsui,400663,26602,28593,20538,N00027459,/m/059hdf,https://matsui.house.gov/,http://matsui.house.gov/category/press_releases/feed/,,true,-0.437,,14,2018,529,13,0,ocd-division/country:us/state:ca/cd:6,2311 Rayburn House Office Building,202-225-7163,202-225-0566,CA,6,false,0606,2.46,96.12
