firstname,middlename,lastname,sortname,name,namemod,nickname,caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,startdate,enddate,address,contact_form,fax,office,rss_url,leadership_title,party,bioguideid,birthday,cspanid,gender,govtrack_link,osid,pvsid,twitterid,youtubeid,phone,role_type,senator_class,senator_rank,state,title,title_long,website,how
Jim,,Bridenstine,"Bridenstine, Jim (Rep.) [R-OK1]",Rep. Jim Bridenstine [R-OK1],,,,115,,,TRUE,Representative for Oklahoma's 1st congressional district,1,1/3/17,1/3/19,216 Cannon HOB; Washington DC 20515-3601,,918-935-2716,216 Cannon House Office Building,http://bridenstine.house.gov/rss.xml,,Republican,B001283,6/15/75,79705,male,https://www.govtrack.us/congress/members/jim_bridenstine/412567,N00033532,135894,RepJBridenstine,RepJimBridenstine,202-225-2211,representative,,,OK,Rep.,Representative,https://bridenstine.house.gov,
Markwayne,,Mullin,"Mullin, Markwayne (Rep.) [R-OK2]",Rep. Markwayne Mullin [R-OK2],,,,115,,,TRUE,Representative for Oklahoma's 2nd congressional district,2,1/3/17,1/3/19,1113 Longworth HOB; Washington DC 20515-3602,,202-225-3038,1113 Longworth House Office Building,http://mullin.house.gov/news/rss.aspx,,Republican,M001190,7/26/77,1034045,male,https://www.govtrack.us/congress/members/markwayne_mullin/412568,N00033410,135898,RepMullin,,202-225-2701,representative,,,OK,Rep.,Representative,https://mullin.house.gov,
Scott,,Perry,"Perry, Scott (Rep.) [R-PA4]",Rep. Scott Perry [R-PA4],,,,115,,,TRUE,Representative for Pennsylvania's 4th congressional district,4,1/3/17,1/3/19,1207 Longworth HOB; Washington DC 20515-3804,,202-226-1000,1207 Longworth House Office Building,http://perry.house.gov/rss.xml,,Republican,P000605,5/27/62,79873,male,https://www.govtrack.us/congress/members/scott_perry/412569,N00034120,59980,RepScottPerry,RepScottPerry,202-225-5836,representative,,,PA,Rep.,Representative,https://perry.house.gov,
Keith,J.,Rothfus,"Rothfus, Keith (Rep.) [R-PA12]",Rep. Keith Rothfus [R-PA12],,,,115,,,TRUE,Representative for Pennsylvania's 12th congressional district,12,1/3/17,1/3/19,1205 Longworth HOB; Washington DC 20515-3812,,202-225-5709,1205 Longworth House Office Building,http://rothfus.house.gov/rss.xml,,Republican,R000598,4/25/62,61949,male,https://www.govtrack.us/congress/members/keith_rothfus/412570,N00031253,119466,KeithRothfus,reprothfus,202-225-2065,representative,,,PA,Rep.,Representative,https://rothfus.house.gov,
Matthew,A.,Cartwright,"Cartwright, Matthew (Rep.) [D-PA17]",Rep. Matthew Cartwright [D-PA17],,,,115,,,TRUE,Representative for Pennsylvania's 17th congressional district,17,1/3/17,1/3/19,1034 Longworth HOB; Washington DC 20515-3817,,570-341-1055,1034 Longworth House Office Building,http://cartwright.house.gov/rss.xml,,Democrat,C001090,5/1/61,79865,male,https://www.govtrack.us/congress/members/matthew_cartwright/412571,N00034128,136236,RepCartwright,,202-225-5546,representative,,,PA,Rep.,Representative,https://cartwright.house.gov,
Tom,,Rice,"Rice, Tom (Rep.) [R-SC7]",Rep. Tom Rice [R-SC7],,,,115,,,TRUE,Representative for South Carolina's 7th congressional district,7,1/3/17,1/3/19,223 Cannon HOB; Washington DC 20515-4007,,,223 Cannon House Office Building,http://rice.house.gov/rss.xml,,Republican,R000597,8/4/57,79473,male,https://www.govtrack.us/congress/members/tom_rice/412572,N00033832,132382,RepTomRice,RepTomRice,202-225-9895,representative,,,SC,Rep.,Representative,https://rice.house.gov,
Randy,K.,Weber,"Weber, Randy (Rep.) [R-TX14]",Rep. Randy Weber [R-TX14],,,,115,,,TRUE,Representative for Texas's 14th congressional district,14,1/3/17,1/3/19,1708 Longworth HOB; Washington DC 20515-4314,,202-225-0271,1708 Longworth House Office Building,http://weber.house.gov/rss.xml,,Republican,W000814,7/2/53,79698,male,https://www.govtrack.us/congress/members/randy_weber/412574,N00033539,102026,TXRandy14,TXRandy14,202-225-2831,representative,,,TX,Rep.,Representative,https://weber.house.gov,
Beto,,Oâ€™Rourke,"Oâ€™Rourke, Beto (Rep.) [D-TX16]",Rep. Beto Oâ€™Rourke [D-TX16],,,,115,,,TRUE,Representative for Texas's 16th congressional district,16,1/3/17,1/3/19,1330 Longworth HOB; Washington DC 20515-4316,,,1330 Longworth House Office Building,http://orourke.house.gov/rss.xml,,Democrat,O000170,9/26/72,79697,male,https://www.govtrack.us/congress/members/beto_orourke/412575,N00033540,78533,RepBetoORourke,betoorourketx16,202-225-4831,representative,,,TX,Rep.,Representative,https://orourke.house.gov,
Joaquin,,Castro,"Castro, Joaquin (Rep.) [D-TX20]",Rep. Joaquin Castro [D-TX20],,,,115,,,TRUE,Representative for Texas's 20th congressional district,20,1/3/17,1/3/19,1221 Longworth HOB; Washington DC 20515-4320,,202-225-1915,1221 Longworth House Office Building,http://castro.house.gov/rss.xml,,Democrat,C001091,9/16/74,63974,male,https://www.govtrack.us/congress/members/joaquin_castro/412576,N00033316,49227,JoaquinCastrotx,JoaquinCastroTX,202-225-3236,representative,,,TX,Rep.,Representative,https://castro.house.gov,
Roger,,Williams,"Williams, Roger (Rep.) [R-TX25]",Rep. Roger Williams [R-TX25],,,,115,,,TRUE,Representative for Texas's 25th congressional district,25,1/3/17,1/3/19,1323 Longworth HOB; Washington DC 20515-4325,,512-473-8946,1323 Longworth House Office Building,http://williams.house.gov/rss.xml,,Republican,W000816,9/13/49,623742,male,https://www.govtrack.us/congress/members/roger_williams/412578,N00030602,50112,RepRWilliams,,202-225-9896,representative,,,TX,Rep.,Representative,https://williams.house.gov,
Marc,A.,Veasey,"Veasey, Marc (Rep.) [D-TX33]",Rep. Marc Veasey [D-TX33],,,,115,,,TRUE,Representative for Texas's 33rd congressional district,33,1/3/17,1/3/19,1519 Longworth HOB; Washington DC 20515-4333,,202-225-9702,1519 Longworth House Office Building,http://veasey.house.gov/rss.xml,,Democrat,V000131,1/3/71,79466,male,https://www.govtrack.us/congress/members/marc_veasey/412579,N00033839,49671,RepVeasey,marcveasey,202-225-9897,representative,,,TX,Rep.,Representative,https://veasey.house.gov,
Filemon,,Vela,"Vela, Filemon (Rep.) [D-TX34]",Rep. Filemon Vela [D-TX34],,,,115,,,TRUE,Representative for Texas's 34th congressional district,34,1/3/17,1/3/19,437 Cannon HOB; Washington DC 20515-4334,,202-225-9770,437 Cannon House Office Building,http://vela.house.gov/rss.xml,,Democrat,V000132,2/13/63,95434,male,https://www.govtrack.us/congress/members/filemon_vela/412580,N00034349,137719,RepFilemonVela,RepFilemonVela,202-225-9901,representative,,,TX,Rep.,Representative,https://vela.house.gov,
Chris,,Stewart,"Stewart, Chris (Rep.) [R-UT2]",Rep. Chris Stewart [R-UT2],,,,115,,,TRUE,Representative for Utah's 2nd congressional district,2,1/3/17,1/3/19,323 Cannon HOB; Washington DC 20515-4402,,801-364-5551,323 Cannon House Office Building,http://stewart.house.gov/rss.xml,,Republican,S001192,7/15/60,68466,male,https://www.govtrack.us/congress/members/chris_stewart/412581,N00033932,135930,RepChrisStewart,repchrisstewart,202-225-9730,representative,,,UT,Rep.,Representative,https://stewart.house.gov,
Derek,,Kilmer,"Kilmer, Derek (Rep.) [D-WA6]",Rep. Derek Kilmer [D-WA6],,,,115,,,TRUE,Representative for Washington's 6th congressional district,6,1/3/17,1/3/19,1520 Longworth HOB; Washington DC 20515-4706,,,1520 Longworth House Office Building,http://kilmer.house.gov/rss.xml,,Democrat,K000381,1/1/74,68310,male,https://www.govtrack.us/congress/members/derek_kilmer/412583,N00034453,51516,RepDerekKilmer,,202-225-5916,representative,,,WA,Rep.,Representative,https://kilmer.house.gov,
Denny,,Heck,"Heck, Denny (Rep.) [D-WA10]",Rep. Denny Heck [D-WA10],,,,115,,,TRUE,Representative for Washington's 10th congressional district,10,1/3/17,1/3/19,425 Cannon HOB; Washington DC 20515-4710,,202-225-0129,425 Cannon House Office Building,http://dennyheck.house.gov/rss.xml,,Democrat,H001064,7/29/52,9269006,male,https://www.govtrack.us/congress/members/denny_heck/412584,N00031557,126058,RepDennyHeck,RepDennyHeck,202-225-9740,representative,,,WA,Rep.,Representative,https://dennyheck.house.gov,
Mark,,Pocan,"Pocan, Mark (Rep.) [D-WI2]",Rep. Mark Pocan [D-WI2],,,,115,,,TRUE,Representative for Wisconsin's 2nd congressional district,2,1/3/17,1/3/19,1421 Longworth HOB; Washington DC 20515-4902,,202-225-6942,1421 Longworth House Office Building,http://pocan.house.gov/rss.xml,,Democrat,P000607,8/14/64,79688,male,https://www.govtrack.us/congress/members/mark_pocan/412585,N00033549,26238,RepMarkPocan,repmarkpocan,202-225-2906,representative,,,WI,Rep.,Representative,https://pocan.house.gov,
Robin,,Kelly,"Kelly, Robin (Rep.) [D-IL2]",Rep. Robin Kelly [D-IL2],,,,115,,,TRUE,Representative for Illinois's 2nd congressional district,2,1/3/17,1/3/19,1239 Longworth HOB; Washington DC 20515-1302,,202-225-4583,1239 Longworth House Office Building,http://robinkelly.house.gov/rss.xml,,Democrat,K000385,4/30/56,70399,female,https://www.govtrack.us/congress/members/robin_kelly/412595,N00035215,33384,RepRobinKelly,,202-225-0773,representative,,,IL,Rep.,Representative,https://robinkelly.house.gov,
Jason,T.,Smith,"Smith, Jason (Rep.) [R-MO8]",Rep. Jason Smith [R-MO8],,,,115,,,TRUE,Representative for Missouri's 8th congressional district,8,1/3/17,1/3/19,1118 Longworth HOB; Washington DC 20515-2508,,202-226-0326,1118 Longworth House Office Building,http://jasonsmith.house.gov/rss.xml,,Republican,S001195,6/16/80,71083,male,https://www.govtrack.us/congress/members/jason_smith/412596,N00035282,59318,RepJasonSmith,RepJasonSmith,202-225-4404,representative,,,MO,Rep.,Representative,https://jasonsmith.house.gov,
Katherine,M.,Clark,"Clark, Katherine (Rep.) [D-MA5]",Rep. Katherine Clark [D-MA5],,,,115,,,TRUE,Representative for Massachusetts's 5th congressional district,5,1/3/17,1/3/19,1415 Longworth HOB; Washington DC 20515-2105,,202-226-0092,1415 Longworth House Office Building,,,Democrat,C001101,7/17/63,73178,female,https://www.govtrack.us/congress/members/katherine_clark/412600,N00035278,35858,RepKClark,,202-225-2836,representative,,,MA,Rep.,Representative,https://katherineclark.house.gov,
Bradley,,Byrne,"Byrne, Bradley (Rep.) [R-AL1]",Rep. Bradley Byrne [R-AL1],,,,115,,,TRUE,Representative for Alabama's 1st congressional district,1,1/3/17,1/3/19,119 Cannon HOB; Washington DC 20515-0101,,202-225-0562,119 Cannon House Office Building,,,Republican,B001289,2/16/55,73486,male,https://www.govtrack.us/congress/members/bradley_byrne/412601,N00035380,27584,RepByrne,,202-225-4931,representative,,,AL,Rep.,Representative,https://byrne.house.gov,
David,Alan,Brat,"Brat, David â€œDaveâ€ù (Rep.) [R-VA7]",Rep. David â€œDaveâ€ù Brat [R-VA7],,Dave,,115,,,TRUE,Representative for Virginia's 7th congressional district,7,1/3/17,1/3/19,1628 Longworth HOB; Washington DC 20515-4607,,,1628 Longworth House Office Building,,,Republican,B001290,7/27/64,75248,male,https://www.govtrack.us/congress/members/david_brat/412605,N00036013,152270,RepDaveBrat,,202-225-2815,representative,,,VA,Rep.,Representative,https://brat.house.gov,
Donald,W.,Norcross,"Norcross, Donald (Rep.) [D-NJ1]",Rep. Donald Norcross [D-NJ1],,,,115,,,TRUE,Representative for New Jersey's 1st congressional district,1,1/3/17,1/3/19,1531 Longworth HOB; Washington DC 20515-3001,,202-225-6583,1531 Longworth House Office Building,,,Democrat,N000188,12/13/58,76311,male,https://www.govtrack.us/congress/members/donald_norcross/412606,N00036154,116277,DonaldNorcross,,202-225-6501,representative,,,NJ,Rep.,Representative,https://norcross.house.gov,
Alma,,Adams,"Adams, Alma (Rep.) [D-NC12]",Rep. Alma Adams [D-NC12],,,,115,,,TRUE,Representative for North Carolina's 12th congressional district,12,1/3/17,1/3/19,222 Cannon HOB; Washington DC 20515-3312,,202-225-1512,222 Cannon House Office Building,,,Democrat,A000370,5/27/46,76386,female,https://www.govtrack.us/congress/members/alma_adams/412607,N00035451,5935,RepAdams,,202-225-1510,representative,,,NC,Rep.,Representative,https://adams.house.gov,
Gary,,Palmer,"Palmer, Gary (Rep.) [R-AL6]",Rep. Gary Palmer [R-AL6],,,,115,,,TRUE,Representative for Alabama's 6th congressional district,6,1/3/17,1/3/19,330 Cannon HOB; Washington DC 20515-0106,,202-225-2082,330 Cannon House Office Building,,,Republican,P000609,5/14/54,76094,male,https://www.govtrack.us/congress/members/gary_palmer/412608,N00035691,146274,USRepGaryPalmer,,202-225-4921,representative,,,AL,Rep.,Representative,https://palmer.house.gov,
French,,Hill,"Hill, French (Rep.) [R-AR2]",Rep. French Hill [R-AR2],,,,115,,,TRUE,Representative for Arkansas's 2nd congressional district,2,1/3/17,1/3/19,1229 Longworth HOB; Washington DC 20515-0402,,202-225-5903,1229 Longworth House Office Building,,,Republican,H001072,12/5/56,9265172,male,https://www.govtrack.us/congress/members/french_hill/412609,N00035792,146290,RepFrenchHill,,202-225-2506,representative,,,AR,Rep.,Representative,https://hill.house.gov,
Bruce,,Westerman,"Westerman, Bruce (Rep.) [R-AR4]",Rep. Bruce Westerman [R-AR4],,,,115,,,TRUE,Representative for Arkansas's 4th congressional district,4,1/3/17,1/3/19,130 Cannon HOB; Washington DC 20515-0404,,,130 Cannon House Office Building,,,Republican,W000821,11/18/67,76097,male,https://www.govtrack.us/congress/members/bruce_westerman/412610,N00035527,119120,RepWesterman,,202-225-3772,representative,,,AR,Rep.,Representative,https://westerman.house.gov,
Martha,,McSally,"McSally, Martha (Rep.) [R-AZ2]",Rep. Martha McSally [R-AZ2],,,,115,,,TRUE,Representative for Arizona's 2nd congressional district,2,1/3/17,1/3/19,510 Cannon HOB; Washington DC 20515-0302,,202-225-0378,510 Cannon House Office Building,,,Republican,M001197,3/22/66,29126,female,https://www.govtrack.us/congress/members/martha_mcsally/412611,N00033982,137299,RepMcSally,,202-225-2542,representative,,,AZ,Rep.,Representative,https://mcsally.house.gov,
Ruben,,Gallego,"Gallego, Ruben (Rep.) [D-AZ7]",Rep. Ruben Gallego [D-AZ7],,,,115,,,TRUE,Representative for Arizona's 7th congressional district,7,1/3/17,1/3/19,1218 Longworth HOB; Washington DC 20515-0307,,,1218 Longworth House Office Building,,,Democrat,G000574,11/20/79,77233,male,https://www.govtrack.us/congress/members/ruben_gallego/412612,N00036097,,RepRubenGallego,,202-225-4065,representative,,,AZ,Rep.,Representative,https://rubengallego.house.gov,
Mark,,DeSaulnier,"DeSaulnier, Mark (Rep.) [D-CA11]",Rep. Mark DeSaulnier [D-CA11],,,,115,,,TRUE,Representative for California's 11th congressional district,11,1/3/17,1/3/19,115 Cannon HOB; Washington DC 20515-0511,,202-225-5609,115 Cannon House Office Building,,,Democrat,D000623,3/31/52,61736,male,https://www.govtrack.us/congress/members/mark_desaulnier/412613,N00030709,,RepDeSaulnier,,202-225-2095,representative,,,CA,Rep.,Representative,https://desaulnier.house.gov,
Steve,,Knight,"Knight, Steve (Rep.) [R-CA25]",Rep. Steve Knight [R-CA25],,,,115,,,TRUE,Representative for California's 25th congressional district,25,1/3/17,1/3/19,1023 Longworth HOB; Washington DC 20515-0525,,202-226-0683,1023 Longworth House Office Building,,,Republican,K000387,12/17/66,76118,male,https://www.govtrack.us/congress/members/steve_knight/412614,N00035820,,SteveKnight25,,202-225-1956,representative,,,CA,Rep.,Representative,https://knight.house.gov,
Pete,,Aguilar,"Aguilar, Pete (Rep.) [D-CA31]",Rep. Pete Aguilar [D-CA31],,,,115,,,TRUE,Representative for California's 31st congressional district,31,1/3/17,1/3/19,1223 Longworth HOB; Washington DC 20515-0531,,202-226-6962,1223 Longworth House Office Building,,,Democrat,A000371,6/19/79,79994,male,https://www.govtrack.us/congress/members/pete_aguilar/412615,N00033997,70114,reppeteaguilar,,202-225-3201,representative,,,CA,Rep.,Representative,https://aguilar.house.gov,
Ted,,Lieu,"Lieu, Ted (Rep.) [D-CA33]",Rep. Ted Lieu [D-CA33],,,,115,,,TRUE,Representative for California's 33rd congressional district,33,1/3/17,1/3/19,236 Cannon HOB; Washington DC 20515-0533,,202-225-4099,236 Cannon House Office Building,,,Democrat,L000582,3/29/69,28076,male,https://www.govtrack.us/congress/members/ted_lieu/412616,N00035825,,RepTedLieu,,202-225-3976,representative,,,CA,Rep.,Representative,https://lieu.house.gov,
Norma,,Torres,"Torres, Norma (Rep.) [D-CA35]",Rep. Norma Torres [D-CA35],,,,115,,,TRUE,Representative for California's 35th congressional district,35,1/3/17,1/3/19,1713 Longworth HOB; Washington DC 20515-0535,,202-225-8671,1713 Longworth House Office Building,,,Democrat,T000474,4/4/65,76129,female,https://www.govtrack.us/congress/members/norma_torres/412617,N00036107,,NormaJTorres,,202-225-6161,representative,,,CA,Rep.,Representative,https://torres.house.gov,
Mimi,,Walters,"Walters, Mimi (Rep.) [R-CA45]",Rep. Mimi Walters [R-CA45],,,,115,,,TRUE,Representative for California's 45th congressional district,45,1/3/17,1/3/19,215 Cannon HOB; Washington DC 20515-0545,,202-225-9177,215 Cannon House Office Building,,,Republican,W000820,5/14/62,76141,female,https://www.govtrack.us/congress/members/mimi_walters/412618,N00035391,,RepMimiWalters,,202-225-5611,representative,,,CA,Rep.,Representative,https://walters.house.gov,
Ken,,Buck,"Buck, Ken (Rep.) [R-CO4]",Rep. Ken Buck [R-CO4],,,,115,,,TRUE,Representative for Colorado's 4th congressional district,4,1/3/17,1/3/19,1130 Longworth HOB; Washington DC 20515-0604,,202-225-5870,1130 Longworth House Office Building,,,Republican,B001297,2/16/59,78285,male,https://www.govtrack.us/congress/members/ken_buck/412619,N00030829,125319,RepKenBuck,,202-225-4676,representative,,,CO,Rep.,Representative,https://buck.house.gov,
Carlos,,Curbelo,"Curbelo, Carlos (Rep.) [R-FL26]",Rep. Carlos Curbelo [R-FL26],,,,115,,,TRUE,Representative for Florida's 26th congressional district,26,1/3/17,1/3/19,1404 Longworth HOB; Washington DC 20515-0926,,,1404 Longworth House Office Building,,,Republican,C001107,3/1/80,70472,male,https://www.govtrack.us/congress/members/carlos_curbelo/412621,N00035403,137676,RepCurbelo,,202-225-2778,representative,,,FL,Rep.,Representative,https://curbelo.house.gov,
Buddy,,Carter,"Carter, Buddy (Rep.) [R-GA1]",Rep. Buddy Carter [R-GA1],,,,115,,,TRUE,Representative for Georgia's 1st congressional district,1,1/3/17,1/3/19,432 Cannon HOB; Washington DC 20515-1001,,202-226-2269,432 Cannon House Office Building,,,Republican,C001103,9/6/57,76158,male,https://www.govtrack.us/congress/members/buddy_carter/412622,N00035346,32085,RepBuddyCarter,,202-225-5831,representative,,,GA,Rep.,Representative,https://buddycarter.house.gov,
Jody,,Hice,"Hice, Jody (Rep.) [R-GA10]",Rep. Jody Hice [R-GA10],,,,115,,,TRUE,Representative for Georgia's 10th congressional district,10,1/3/17,1/3/19,324 Cannon HOB; Washington DC 20515-1010,,202-226-0776,324 Cannon House Office Building,,,Republican,H001071,4/22/60,94974,male,https://www.govtrack.us/congress/members/jody_hice/412623,N00032243,122246,congressmanhice,,202-225-4101,representative,,,GA,Rep.,Representative,https://hice.house.gov,
Barry,,Loudermilk,"Loudermilk, Barry (Rep.) [R-GA11]",Rep. Barry Loudermilk [R-GA11],,,,115,,,TRUE,Representative for Georgia's 11th congressional district,11,1/3/17,1/3/19,329 Cannon HOB; Washington DC 20515-1011,,202-225-2944,329 Cannon House Office Building,,,Republican,L000583,12/22/63,76165,male,https://www.govtrack.us/congress/members/barry_loudermilk/412624,N00035347,31618,RepLoudermilk,,202-225-2931,representative,,,GA,Rep.,Representative,https://loudermilk.house.gov,
Rick,,Allen,"Allen, Rick (Rep.) [R-GA12]",Rep. Rick Allen [R-GA12],,,,115,,,TRUE,Representative for Georgia's 12th congressional district,12,1/3/17,1/3/19,426 Cannon HOB; Washington DC 20515-1012,,202-225-3377,426 Cannon House Office Building,,,Republican,A000372,11/7/51,62545,male,https://www.govtrack.us/congress/members/rick_allen/412625,N00033720,136062,reprickallen,,202-225-2823,representative,,,GA,Rep.,Representative,https://allen.house.gov,
Rod,,Blum,"Blum, Rod (Rep.) [R-IA1]",Rep. Rod Blum [R-IA1],,,,115,,,TRUE,Representative for Iowa's 1st congressional district,1,1/3/17,1/3/19,1108 Longworth HOB; Washington DC 20515-1501,,,1108 Longworth House Office Building,,,Republican,B001294,4/26/55,623771,male,https://www.govtrack.us/congress/members/rod_blum/412627,N00033744,135714,RepRodBlum,,202-225-2911,representative,,,IA,Rep.,Representative,https://blum.house.gov,
David,,Young,"Young, David (Rep.) [R-IA3]",Rep. David Young [R-IA3],,,,115,,,TRUE,Representative for Iowa's 3rd congressional district,3,1/3/17,1/3/19,240 Cannon HOB; Washington DC 20515-1503,,,240 Cannon House Office Building,,,Republican,Y000066,5/11/68,76211,male,https://www.govtrack.us/congress/members/david_young/412628,N00035509,,RepDavidYoung,,202-225-5476,representative,,,IA,Rep.,Representative,https://davidyoung.house.gov,
Mike,,Bost,"Bost, Mike (Rep.) [R-IL12]",Rep. Mike Bost [R-IL12],,,,115,,,TRUE,Representative for Illinois's 12th congressional district,12,1/3/17,1/3/19,1440 Longworth HOB; Washington DC 20515-1312,,202-225-0285,1440 Longworth House Office Building,,,Republican,B001295,12/30/60,76176,male,https://www.govtrack.us/congress/members/mike_bost/412629,N00035420,,RepBost,,202-225-5661,representative,,,IL,Rep.,Representative,https://bost.house.gov,
Ralph,,Abraham,"Abraham, Ralph (Rep.) [R-LA5]",Rep. Ralph Abraham [R-LA5],,,,115,,,TRUE,Representative for Louisiana's 5th congressional district,5,1/3/17,1/3/19,417 Cannon HOB; Washington DC 20515-1805,,202-225-5639,417 Cannon House Office Building,,,Republican,A000374,9/16/54,76236,male,https://www.govtrack.us/congress/members/ralph_abraham/412630,N00036633,155414,RepAbraham,,202-225-8490,representative,,,LA,Rep.,Representative,https://abraham.house.gov,
Garret,,Graves,"Graves, Garret (Rep.) [R-LA6]",Rep. Garret Graves [R-LA6],,,,115,,,TRUE,Representative for Louisiana's 6th congressional district,6,1/3/17,1/3/19,430 Cannon HOB; Washington DC 20515-1806,,202-225-7313,430 Cannon House Office Building,,,Republican,G000577,1/31/72,9274609,male,https://www.govtrack.us/congress/members/garret_graves/412631,N00036135,155424,RepGarretGraves,,202-225-3901,representative,,,LA,Rep.,Representative,https://garretgraves.house.gov,
Seth,,Moulton,"Moulton, Seth (Rep.) [D-MA6]",Rep. Seth Moulton [D-MA6],,,,115,,,TRUE,Representative for Massachusetts's 6th congressional district,6,1/3/17,1/3/19,1408 Longworth HOB; Washington DC 20515-2106,,202-225-5915,1408 Longworth House Office Building,,,Democrat,M001196,10/24/78,78453,male,https://www.govtrack.us/congress/members/seth_moulton/412632,N00035431,146299,teammoulton,,202-225-8020,representative,,,MA,Rep.,Representative,https://moulton.house.gov,
Bruce,,Poliquin,"Poliquin, Bruce (Rep.) [R-ME2]",Rep. Bruce Poliquin [R-ME2],,,,115,,,TRUE,Representative for Maine's 2nd congressional district,2,1/3/17,1/3/19,1208 Longworth HOB; Washington DC 20515-1902,,202-225-2943,1208 Longworth House Office Building,,,Republican,P000611,11/1/53,76253,male,https://www.govtrack.us/congress/members/bruce_poliquin/412633,N00034584,,RepPoliquin,,202-225-6306,representative,,,ME,Rep.,Representative,https://poliquin.house.gov,
John,,Moolenaar,"Moolenaar, John (Rep.) [R-MI4]",Rep. John Moolenaar [R-MI4],,,,115,,,TRUE,Representative for Michigan's 4th congressional district,4,1/3/17,1/3/19,117 Cannon HOB; Washington DC 20515-2204,,202-225-9679,117 Cannon House Office Building,,,Republican,M001194,5/8/61,76660,male,https://www.govtrack.us/congress/members/john_moolenaar/412634,N00036275,37676,RepMoolenaar,,202-225-3561,representative,,,MI,Rep.,Representative,https://moolenaar.house.gov,
Mike,,Bishop,"Bishop, Mike (Rep.) [R-MI8]",Rep. Mike Bishop [R-MI8],,,,115,,,TRUE,Representative for Michigan's 8th congressional district,8,1/3/17,1/3/19,428 Cannon HOB; Washington DC 20515-2208,,202-225-5820,428 Cannon House Office Building,,,Republican,B001293,3/18/67,78290,male,https://www.govtrack.us/congress/members/mike_bishop/412635,N00036449,20157,RepMikeBishop,,202-225-4872,representative,,,MI,Rep.,Representative,https://mikebishop.house.gov,
Dave,,Trott,"Trott, Dave (Rep.) [R-MI11]",Rep. Dave Trott [R-MI11],,,,115,,,TRUE,Representative for Michigan's 11th congressional district,11,1/3/17,1/3/19,1722 Longworth HOB; Washington DC 20515-2211,,,1722 Longworth House Office Building,,,Republican,T000475,10/16/60,76679,male,https://www.govtrack.us/congress/members/dave_trott/412636,N00035607,152477,repdavetrott,,202-225-8171,representative,,,MI,Rep.,Representative,https://trott.house.gov,
Debbie,,Dingell,"Dingell, Debbie (Rep.) [D-MI12]",Rep. Debbie Dingell [D-MI12],,,,115,,,TRUE,Representative for Michigan's 12th congressional district,12,1/3/17,1/3/19,116 Cannon HOB; Washington DC 20515-2212,,202-226-0371,116 Cannon House Office Building,,,Democrat,D000624,11/23/53,20818,female,https://www.govtrack.us/congress/members/debbie_dingell/412637,N00036149,152482,RepDebDingell,,202-225-4071,representative,,,MI,Rep.,Representative,https://debbiedingell.house.gov,
Brenda,,Lawrence,"Lawrence, Brenda (Rep.) [D-MI14]",Rep. Brenda Lawrence [D-MI14],,,,115,,,TRUE,Representative for Michigan's 14th congressional district,14,1/3/17,1/3/19,1213 Longworth HOB; Washington DC 20515-2214,,202-226-2356,1213 Longworth House Office Building,,,Democrat,L000581,10/18/54,79924,female,https://www.govtrack.us/congress/members/brenda_lawrence/412638,N00034068,78851,RepLawrence,,202-225-5802,representative,,,MI,Rep.,Representative,https://lawrence.house.gov,
Tom,,Emmer,"Emmer, Tom (Rep.) [R-MN6]",Rep. Tom Emmer [R-MN6],,,,115,,,TRUE,Representative for Minnesota's 6th congressional district,6,1/3/17,1/3/19,315 Cannon HOB; Washington DC 20515-2306,,202-225-6475,315 Cannon House Office Building,,,Republican,E000294,3/3/61,75567,male,https://www.govtrack.us/congress/members/tom_emmer/412639,N00035440,38894,RepTomEmmer,RepTomEmmer,202-225-2331,representative,,,MN,Rep.,Representative,https://emmer.house.gov,
David,,Rouzer,"Rouzer, David (Rep.) [R-NC7]",Rep. David Rouzer [R-NC7],,,,115,,,TRUE,Representative for North Carolina's 7th congressional district,7,1/3/17,1/3/19,424 Cannon HOB; Washington DC 20515-3307,,202-225-5773,424 Cannon House Office Building,,,Republican,R000603,2/16/72,79710,male,https://www.govtrack.us/congress/members/david_rouzer/412641,N00033527,102964,RepDavidRouzer,,202-225-2731,representative,,,NC,Rep.,Representative,https://rouzer.house.gov,
Tom,,MacArthur,"MacArthur, Tom (Rep.) [R-NJ3]",Rep. Tom MacArthur [R-NJ3],,,,115,,,TRUE,Representative for New Jersey's 3rd congressional district,3,1/3/17,1/3/19,506 Cannon HOB; Washington DC 20515-3003,,202-225-0778,506 Cannon House Office Building,,,Republican,M001193,10/16/60,76315,male,https://www.govtrack.us/congress/members/tom_macarthur/412643,N00036155,152113,RepTomMacArthur,,202-225-4765,representative,,,NJ,Rep.,Representative,https://macarthur.house.gov,
Bonnie,,Watson Coleman,"Watson Coleman, Bonnie (Rep.) [D-NJ12]",Rep. Bonnie Watson Coleman [D-NJ12],,,,115,,,TRUE,Representative for New Jersey's 12th congressional district,12,1/3/17,1/3/19,1535 Longworth HOB; Washington DC 20515-3012,,202-225-6025,1535 Longworth House Office Building,,,Democrat,W000822,2/6/45,79091,female,https://www.govtrack.us/congress/members/bonnie_watson_coleman/412644,N00036158,24799,RepBonnie,,202-225-5801,representative,,,NJ,Rep.,Representative,https://watsoncoleman.house.gov,
